date,location,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,windspeed_10m_max
2015-01-01,Nairobi,27.5,13.7,20.5,0.0,0.0,18.3
2015-01-02,Nairobi,28.3,12.9,20.7,0.0,0.0,19.1
2015-01-03,Nairobi,29.1,13.1,21.1,0.0,0.0,18.3
2015-01-04,Nairobi,30.2,13.9,21.8,0.0,0.0,12.6
2015-01-05,Nairobi,29.4,15.3,22.3,0.0,0.0,11.9
2015-01-06,Nairobi,28.4,16.8,21.8,0.0,0.0,16.1
2015-01-07,Nairobi,26.8,15.6,20.8,1.8,1.8,12.2
2015-01-08,Nairobi,27.3,15.4,21.0,0.5,0.5,17.5
2015-01-09,Nairobi,26.1,16.4,20.9,0.1,0.1,19.5
2015-01-10,Nairobi,26.8,15.3,21.4,0.3,0.3,11.7
2015-01-11,Nairobi,26.4,17.2,21.6,0.2,0.2,11.2
2015-01-12,Nairobi,26.3,16.4,20.9,0.0,0.0,19.3
2015-01-13,Nairobi,27.0,16.2,21.0,0.0,0.0,21.1
2015-01-14,Nairobi,28.3,15.3,21.3,0.0,0.0,19.4
2015-01-15,Nairobi,30.0,13.2,21.8,0.0,0.0,14.2
2015-01-16,Nairobi,30.8,15.3,22.7,0.0,0.0,12.3
2015-01-17,Nairobi,30.4,15.6,22.9,0.0,0.0,14.2
2015-01-18,Nairobi,31.3,15.0,23.1,0.0,0.0,9.8
2015-01-19,Nairobi,28.3,16.6,22.5,0.0,0.0,11.3
2015-01-20,Nairobi,26.0,16.3,20.4,7.5,7.5,14.0
2015-01-21,Nairobi,24.9,14.1,19.3,0.3,0.3,20.4
2015-01-22,Nairobi,25.1,14.9,19.7,0.0,0.0,20.0
2015-01-23,Nairobi,26.5,14.6,19.8,0.0,0.0,19.9
2015-01-24,Nairobi,25.7,15.3,20.0,0.0,0.0,20.9
2015-01-25,Nairobi,26.8,13.6,19.7,0.0,0.0,21.8
2015-01-26,Nairobi,27.5,13.5,20.1,0.0,0.0,18.9
2015-01-27,Nairobi,28.8,12.8,20.8,0.0,0.0,18.1
2015-01-28,Nairobi,28.1,14.6,21.3,0.0,0.0,17.2
2015-01-29,Nairobi,28.3,15.2,21.3,0.0,0.0,21.4
2015-01-30,Nairobi,28.4,13.9,21.2,0.0,0.0,19.9
2015-01-31,Nairobi,29.9,13.9,21.7,0.0,0.0,20.2
2015-02-01,Nairobi,29.6,14.3,21.7,0.0,0.0,21.7
2015-02-02,Nairobi,27.9,14.7,21.3,0.0,0.0,22.7
2015-02-03,Nairobi,27.8,14.4,21.2,0.0,0.0,23.3
2015-02-04,Nairobi,26.7,15.2,20.7,0.0,0.0,22.5
2015-02-05,Nairobi,29.0,14.2,21.4,0.0,0.0,19.7
2015-02-06,Nairobi,27.8,15.6,21.5,0.0,0.0,19.2
2015-02-07,Nairobi,27.7,15.4,21.4,0.0,0.0,21.2
2015-02-08,Nairobi,28.6,15.5,21.4,0.0,0.0,21.1
2015-02-09,Nairobi,28.9,15.3,21.6,0.0,0.0,22.5
2015-02-10,Nairobi,27.8,15.5,21.1,0.0,0.0,20.6
2015-02-11,Nairobi,29.9,14.0,21.8,0.0,0.0,16.9
2015-02-12,Nairobi,28.5,14.9,22.0,0.0,0.0,19.3
2015-02-13,Nairobi,29.5,15.5,22.7,0.0,0.0,17.4
2015-02-14,Nairobi,29.9,16.0,22.9,0.0,0.0,15.8
2015-02-15,Nairobi,27.1,16.3,20.6,10.8,10.8,11.1
2015-02-16,Nairobi,28.0,15.2,20.4,5.7,5.7,11.3
2015-02-17,Nairobi,27.0,16.8,20.9,0.4,0.4,16.6
2015-02-18,Nairobi,26.9,15.8,20.9,0.8,0.8,16.5
2015-02-19,Nairobi,26.4,15.6,20.7,0.4,0.4,15.7
2015-02-20,Nairobi,26.6,15.9,21.2,0.2,0.2,18.7
2015-02-21,Nairobi,28.3,15.5,21.6,0.0,0.0,20.8
2015-02-22,Nairobi,28.2,16.1,21.6,0.0,0.0,18.8
2015-02-23,Nairobi,27.8,15.7,21.5,0.0,0.0,18.2
2015-02-24,Nairobi,28.4,15.2,21.5,0.0,0.0,19.5
2015-02-25,Nairobi,28.8,15.2,21.9,0.0,0.0,16.8
2015-02-26,Nairobi,29.3,15.1,22.2,0.0,0.0,20.6
2015-02-27,Nairobi,29.6,15.8,22.3,0.0,0.0,22.5
2015-02-28,Nairobi,30.6,15.6,22.8,0.0,0.0,21.9
2015-03-01,Nairobi,29.6,14.9,22.5,0.0,0.0,20.1
2015-03-02,Nairobi,30.1,15.6,22.7,0.0,0.0,23.0
2015-03-03,Nairobi,28.4,15.3,21.7,0.0,0.0,24.1
2015-03-04,Nairobi,30.1,13.9,22.0,0.0,0.0,23.1
2015-03-05,Nairobi,29.1,15.5,21.7,0.0,0.0,21.5
2015-03-06,Nairobi,29.5,14.7,22.0,0.0,0.0,23.2
2015-03-07,Nairobi,30.3,15.0,22.5,0.0,0.0,23.9
2015-03-08,Nairobi,30.3,15.3,22.6,0.0,0.0,23.7
2015-03-09,Nairobi,29.0,16.3,22.2,0.0,0.0,23.2
2015-03-10,Nairobi,28.1,15.5,21.6,0.0,0.0,23.0
2015-03-11,Nairobi,29.3,14.5,21.9,0.0,0.0,21.8
2015-03-12,Nairobi,28.4,16.0,21.8,0.2,0.2,17.6
2015-03-13,Nairobi,26.3,16.2,21.1,0.0,0.0,23.3
2015-03-14,Nairobi,27.6,15.6,21.0,0.0,0.0,20.9
2015-03-15,Nairobi,28.3,14.0,21.3,0.0,0.0,20.3
2015-03-16,Nairobi,28.6,15.6,21.7,0.0,0.0,21.8
2015-03-17,Nairobi,26.6,16.5,21.0,0.5,0.5,20.5
2015-03-18,Nairobi,26.0,16.1,20.7,0.5,0.5,22.5
2015-03-19,Nairobi,28.4,16.3,21.7,0.5,0.5,18.2
2015-03-20,Nairobi,25.9,16.4,21.0,0.7,0.7,18.2
2015-03-21,Nairobi,27.3,16.9,21.2,2.2,2.2,20.0
2015-03-22,Nairobi,25.3,16.7,19.9,3.1,3.1,22.6
2015-03-23,Nairobi,24.7,16.4,19.6,4.9,4.9,21.4
2015-03-24,Nairobi,24.2,16.1,19.4,3.5,3.5,18.1
2015-03-25,Nairobi,25.6,16.4,19.4,2.3,2.3,19.2
2015-03-26,Nairobi,22.5,16.2,18.4,10.9,10.9,17.2
2015-03-27,Nairobi,23.6,16.2,18.7,4.2,4.2,19.2
2015-03-28,Nairobi,24.2,16.2,19.3,2.4,2.4,19.0
2015-03-29,Nairobi,25.6,15.9,19.3,4.3,4.3,17.2
2015-03-30,Nairobi,24.9,16.6,19.8,2.8,2.8,16.5
2015-03-31,Nairobi,24.6,16.5,19.8,0.7,0.7,14.6
2015-04-01,Nairobi,25.3,15.8,20.4,0.6,0.6,13.5
2015-04-02,Nairobi,26.6,16.4,20.7,0.2,0.2,18.8
2015-04-03,Nairobi,24.8,16.7,19.5,5.6,5.6,15.5
2015-04-04,Nairobi,24.4,16.6,19.6,11.3,11.3,9.2
2015-04-05,Nairobi,25.1,16.8,19.7,23.9,23.9,9.3
2015-04-06,Nairobi,24.6,15.7,19.9,2.9,2.9,11.3
2015-04-07,Nairobi,25.2,15.9,20.2,0.6,0.6,9.0
2015-04-08,Nairobi,25.8,16.3,19.9,5.8,5.8,10.4
2015-04-09,Nairobi,19.6,15.6,17.4,21.9,21.9,10.0
2015-04-10,Nairobi,23.6,15.4,18.4,3.4,3.4,12.7
2015-04-11,Nairobi,24.0,15.6,19.2,1.2,1.2,10.5
2015-04-12,Nairobi,23.4,15.6,19.4,1.0,1.0,15.8
2015-04-13,Nairobi,24.3,15.8,19.6,1.2,1.2,13.1
2015-04-14,Nairobi,23.3,16.8,19.6,1.7,1.7,14.8
2015-04-15,Nairobi,24.7,16.4,19.8,0.3,0.3,13.8
2015-04-16,Nairobi,22.5,16.6,18.7,1.8,1.8,14.4
2015-04-17,Nairobi,22.9,16.2,18.7,1.3,1.3,15.7
2015-04-18,Nairobi,23.1,15.3,18.7,6.8,6.8,10.0
2015-04-19,Nairobi,24.9,15.0,19.4,3.8,3.8,11.4
2015-04-20,Nairobi,23.9,16.5,19.7,3.2,3.2,14.2
2015-04-21,Nairobi,24.3,16.1,19.7,0.6,0.6,13.5
2015-04-22,Nairobi,23.3,15.7,19.2,3.6,3.6,10.3
2015-04-23,Nairobi,24.4,14.9,19.0,9.0,9.0,11.1
2015-04-24,Nairobi,24.2,16.4,19.7,0.8,0.8,13.8
2015-04-25,Nairobi,24.7,16.5,19.8,0.0,0.0,13.4
2015-04-26,Nairobi,25.0,16.2,19.3,20.4,20.4,8.8
2015-04-27,Nairobi,20.2,15.7,17.9,29.8,29.8,6.1
2015-04-28,Nairobi,25.4,13.9,18.8,9.0,9.0,9.9
2015-04-29,Nairobi,24.8,15.1,18.7,19.7,19.7,9.8
2015-04-30,Nairobi,23.5,16.3,18.8,4.1,4.1,11.9
2015-05-01,Nairobi,21.2,16.4,17.9,16.8,16.8,9.2
2015-05-02,Nairobi,22.0,15.7,17.8,8.5,8.5,10.1
2015-05-03,Nairobi,24.2,15.7,19.1,0.1,0.1,17.2
2015-05-04,Nairobi,23.3,14.0,18.4,0.6,0.6,12.2
2015-05-05,Nairobi,22.0,15.9,18.1,9.6,9.6,13.5
2015-05-06,Nairobi,22.8,14.9,18.5,2.4,2.4,14.6
2015-05-07,Nairobi,23.3,16.1,18.6,6.8,6.8,8.3
2015-05-08,Nairobi,23.1,15.6,18.6,9.1,9.1,10.7
2015-05-09,Nairobi,22.8,16.2,18.4,3.1,3.1,9.3
2015-05-10,Nairobi,23.7,16.3,19.5,2.3,2.3,8.9
2015-05-11,Nairobi,24.3,15.7,20.1,0.4,0.4,10.4
2015-05-12,Nairobi,24.6,15.6,19.3,6.0,6.0,8.4
2015-05-13,Nairobi,24.3,16.5,19.4,4.0,4.0,8.3
2015-05-14,Nairobi,22.6,17.3,19.2,2.3,2.3,10.8
2015-05-15,Nairobi,24.8,16.3,20.0,0.0,0.0,13.7
2015-05-16,Nairobi,23.4,16.2,19.0,2.0,2.0,10.8
2015-05-17,Nairobi,23.7,16.0,19.5,0.2,0.2,13.1
2015-05-18,Nairobi,23.3,14.8,19.3,0.2,0.2,12.3
2015-05-19,Nairobi,24.2,15.8,19.8,0.0,0.0,10.9
2015-05-20,Nairobi,23.8,15.4,19.4,0.0,0.0,12.7
2015-05-21,Nairobi,23.6,15.3,19.3,0.3,0.3,8.8
2015-05-22,Nairobi,23.4,14.6,19.0,1.0,1.0,11.7
2015-05-23,Nairobi,23.3,14.0,19.0,0.6,0.6,10.9
2015-05-24,Nairobi,22.3,16.5,19.0,1.7,1.7,12.1
2015-05-25,Nairobi,22.5,15.0,18.6,0.4,0.4,13.5
2015-05-26,Nairobi,23.1,14.4,18.3,0.1,0.1,14.6
2015-05-27,Nairobi,24.9,14.3,19.0,0.0,0.0,12.1
2015-05-28,Nairobi,23.4,13.7,18.8,0.5,0.5,11.8
2015-05-29,Nairobi,22.4,15.5,18.2,2.6,2.6,13.4
2015-05-30,Nairobi,22.2,15.3,18.1,3.5,3.5,12.7
2015-05-31,Nairobi,20.5,15.6,17.5,3.9,3.9,10.8
2015-06-01,Nairobi,21.5,15.5,17.7,4.3,4.3,11.2
2015-06-02,Nairobi,22.4,16.0,18.1,14.9,14.9,7.6
2015-06-03,Nairobi,23.7,14.6,18.3,8.1,8.1,6.0
2015-06-04,Nairobi,23.2,15.6,18.5,6.6,6.6,7.9
2015-06-05,Nairobi,23.7,13.9,18.2,18.7,18.7,5.4
2015-06-06,Nairobi,22.9,15.0,17.8,23.0,23.0,10.1
2015-06-07,Nairobi,22.6,14.1,17.8,2.6,2.6,10.5
2015-06-08,Nairobi,21.3,14.6,18.1,0.8,0.8,10.5
2015-06-09,Nairobi,22.4,13.2,17.9,0.7,0.7,9.5
2015-06-10,Nairobi,22.3,14.0,18.4,0.0,0.0,9.4
2015-06-11,Nairobi,22.5,14.9,18.5,1.4,1.4,6.5
2015-06-12,Nairobi,21.1,12.9,17.9,0.7,0.7,10.0
2015-06-13,Nairobi,22.5,14.0,18.0,3.7,3.7,9.3
2015-06-14,Nairobi,23.6,13.5,18.5,0.8,0.8,9.5
2015-06-15,Nairobi,24.6,14.6,19.2,2.0,2.0,5.8
2015-06-16,Nairobi,23.8,14.1,19.0,0.0,0.0,7.9
2015-06-17,Nairobi,23.5,14.0,18.4,0.8,0.8,7.3
2015-06-18,Nairobi,21.2,14.4,17.4,8.3,8.3,8.3
2015-06-19,Nairobi,20.1,15.2,17.2,4.8,4.8,9.5
2015-06-20,Nairobi,21.3,14.8,17.6,0.7,0.7,11.0
2015-06-21,Nairobi,22.6,13.5,17.9,0.0,0.0,10.8
2015-06-22,Nairobi,23.4,11.8,17.5,0.0,0.0,10.2
2015-06-23,Nairobi,23.0,11.8,17.7,0.0,0.0,10.1
2015-06-24,Nairobi,21.5,12.8,17.5,0.3,0.3,10.0
2015-06-25,Nairobi,22.3,14.2,18.4,0.0,0.0,8.7
2015-06-26,Nairobi,21.3,12.3,17.4,0.0,0.0,9.8
2015-06-27,Nairobi,22.8,12.4,18.0,0.0,0.0,8.0
2015-06-28,Nairobi,22.4,12.2,17.7,0.0,0.0,12.6
2015-06-29,Nairobi,22.6,13.8,18.0,0.0,0.0,12.4
2015-06-30,Nairobi,21.9,13.6,17.5,0.8,0.8,13.0
2015-07-01,Nairobi,20.7,14.9,17.4,0.6,0.6,14.1
2015-07-02,Nairobi,21.6,14.3,17.6,0.6,0.6,12.6
2015-07-03,Nairobi,21.5,15.3,17.7,1.2,1.2,14.0
2015-07-04,Nairobi,22.4,13.6,17.3,0.0,0.0,16.4
2015-07-05,Nairobi,23.1,11.3,16.9,0.0,0.0,16.2
2015-07-06,Nairobi,21.8,10.8,16.9,0.8,0.8,18.2
2015-07-07,Nairobi,21.1,13.6,17.0,0.8,0.8,17.1
2015-07-08,Nairobi,21.7,14.4,17.5,0.0,0.0,13.4
2015-07-09,Nairobi,21.7,13.1,16.9,0.0,0.0,13.1
2015-07-10,Nairobi,22.4,13.6,17.2,0.0,0.0,14.1
2015-07-11,Nairobi,23.0,11.8,16.9,0.0,0.0,10.5
2015-07-12,Nairobi,23.4,10.7,16.9,0.0,0.0,11.2
2015-07-13,Nairobi,21.5,12.3,16.6,0.0,0.0,12.4
2015-07-14,Nairobi,23.5,10.7,17.1,0.0,0.0,12.2
2015-07-15,Nairobi,22.8,10.9,16.7,0.0,0.0,11.8
2015-07-16,Nairobi,23.4,10.0,16.7,0.0,0.0,13.6
2015-07-17,Nairobi,24.3,11.7,17.9,0.0,0.0,7.3
2015-07-18,Nairobi,24.8,11.7,18.5,0.1,0.1,13.0
2015-07-19,Nairobi,21.8,15.3,17.9,1.3,1.3,12.5
2015-07-20,Nairobi,21.0,14.2,17.3,0.3,0.3,10.5
2015-07-21,Nairobi,19.9,12.3,16.4,0.4,0.4,10.2
2015-07-22,Nairobi,21.0,11.7,17.0,0.0,0.0,9.4
2015-07-23,Nairobi,20.8,12.7,16.9,0.1,0.1,8.2
2015-07-24,Nairobi,22.5,12.5,17.2,0.1,0.1,10.0
2015-07-25,Nairobi,20.3,12.8,16.5,0.4,0.4,11.0
2015-07-26,Nairobi,24.8,12.2,18.3,0.2,0.2,7.7
2015-07-27,Nairobi,26.5,12.4,18.5,5.6,5.6,9.4
2015-07-28,Nairobi,19.5,13.6,16.6,1.2,1.2,13.4
2015-07-29,Nairobi,22.1,14.2,17.6,0.3,0.3,13.0
2015-07-30,Nairobi,21.2,14.7,17.5,1.0,1.0,8.7
2015-07-31,Nairobi,24.9,13.1,18.9,0.3,0.3,7.4
2015-08-01,Nairobi,25.0,13.8,18.5,6.5,6.5,9.8
2015-08-02,Nairobi,21.4,15.4,18.0,0.7,0.7,12.3
2015-08-03,Nairobi,21.5,14.3,17.6,0.5,0.5,12.1
2015-08-04,Nairobi,21.5,13.8,17.5,0.5,0.5,14.0
2015-08-05,Nairobi,22.5,11.3,17.0,0.0,0.0,13.9
2015-08-06,Nairobi,21.4,12.1,16.9,0.2,0.2,11.3
2015-08-07,Nairobi,21.2,13.8,16.9,0.6,0.6,12.6
2015-08-08,Nairobi,19.9,14.4,16.5,1.4,1.4,12.5
2015-08-09,Nairobi,19.2,13.1,16.0,0.1,0.1,10.5
2015-08-10,Nairobi,23.5,11.9,17.8,0.0,0.0,11.9
2015-08-11,Nairobi,22.6,11.6,17.2,0.0,0.0,13.1
2015-08-12,Nairobi,22.9,14.1,17.7,0.0,0.0,16.1
2015-08-13,Nairobi,23.9,13.2,18.0,0.0,0.0,15.3
2015-08-14,Nairobi,25.1,12.7,18.3,0.0,0.0,11.9
2015-08-15,Nairobi,25.5,13.1,18.6,0.0,0.0,13.0
2015-08-16,Nairobi,24.8,11.0,17.6,0.0,0.0,13.5
2015-08-17,Nairobi,24.9,12.4,18.0,0.0,0.0,10.7
2015-08-18,Nairobi,24.2,12.1,18.1,0.0,0.0,9.6
2015-08-19,Nairobi,25.0,12.0,18.7,0.0,0.0,10.6
2015-08-20,Nairobi,24.3,14.0,18.5,0.2,0.2,15.5
2015-08-21,Nairobi,23.6,13.7,18.1,0.0,0.0,14.0
2015-08-22,Nairobi,24.1,12.8,17.7,0.0,0.0,13.9
2015-08-23,Nairobi,24.2,13.8,17.9,0.0,0.0,14.5
2015-08-24,Nairobi,24.5,9.8,17.3,0.0,0.0,14.9
2015-08-25,Nairobi,22.4,13.7,17.5,0.0,0.0,13.5
2015-08-26,Nairobi,24.4,11.5,18.1,0.0,0.0,13.3
2015-08-27,Nairobi,25.1,10.7,18.0,0.0,0.0,15.9
2015-08-28,Nairobi,25.6,10.5,18.0,0.0,0.0,16.6
2015-08-29,Nairobi,24.1,13.7,18.2,0.0,0.0,13.3
2015-08-30,Nairobi,24.9,12.7,18.9,0.0,0.0,9.4
2015-08-31,Nairobi,25.3,13.4,18.6,1.1,1.1,10.9
2015-09-01,Nairobi,23.9,13.3,18.5,0.0,0.0,13.1
2015-09-02,Nairobi,25.1,14.1,19.1,0.5,0.5,12.7
2015-09-03,Nairobi,24.8,13.7,18.3,21.8,21.8,9.3
2015-09-04,Nairobi,22.0,14.1,17.8,0.3,0.3,10.7
2015-09-05,Nairobi,23.0,14.1,18.4,0.0,0.0,12.2
2015-09-06,Nairobi,24.4,12.4,18.7,0.1,0.1,14.0
2015-09-07,Nairobi,24.8,13.6,18.6,0.0,0.0,15.1
2015-09-08,Nairobi,25.0,11.4,18.3,0.0,0.0,11.5
2015-09-09,Nairobi,25.5,11.4,18.5,0.0,0.0,14.0
2015-09-10,Nairobi,25.0,11.8,18.4,0.0,0.0,14.9
2015-09-11,Nairobi,25.4,13.3,18.6,0.0,0.0,14.4
2015-09-12,Nairobi,26.4,12.8,19.3,0.0,0.0,12.5
2015-09-13,Nairobi,26.0,12.3,19.3,0.0,0.0,13.6
2015-09-14,Nairobi,25.9,12.8,19.3,0.0,0.0,12.6
2015-09-15,Nairobi,25.4,14.3,18.9,0.0,0.0,16.2
2015-09-16,Nairobi,25.5,12.0,18.6,0.0,0.0,16.2
2015-09-17,Nairobi,26.9,12.2,19.6,0.0,0.0,13.3
2015-09-18,Nairobi,27.4,13.3,20.4,0.1,0.1,14.4
2015-09-19,Nairobi,27.6,13.6,20.6,0.0,0.0,16.6
2015-09-20,Nairobi,27.2,13.3,20.3,0.0,0.0,17.9
2015-09-21,Nairobi,27.6,12.4,19.8,0.0,0.0,11.4
2015-09-22,Nairobi,25.6,13.8,19.9,0.0,0.0,13.0
2015-09-23,Nairobi,26.3,13.8,20.0,0.0,0.0,13.8
2015-09-24,Nairobi,26.8,12.9,20.0,0.0,0.0,14.4
2015-09-25,Nairobi,26.5,13.2,19.9,0.0,0.0,14.8
2015-09-26,Nairobi,25.9,13.3,19.4,0.0,0.0,15.0
2015-09-27,Nairobi,25.8,13.3,19.3,0.0,0.0,15.9
2015-09-28,Nairobi,27.1,12.9,20.1,0.0,0.0,14.0
2015-09-29,Nairobi,28.1,14.7,21.0,0.0,0.0,13.8
2015-09-30,Nairobi,28.4,14.8,21.3,0.0,0.0,17.1
2015-10-01,Nairobi,27.6,16.0,21.4,0.0,0.0,17.3
2015-10-02,Nairobi,27.2,16.1,21.0,0.2,0.2,19.4
2015-10-03,Nairobi,26.0,16.2,20.2,1.2,1.2,18.1
2015-10-04,Nairobi,24.6,16.1,19.6,2.1,2.1,18.7
2015-10-05,Nairobi,26.3,15.5,20.0,0.0,0.0,19.9
2015-10-06,Nairobi,26.9,12.9,20.0,0.0,0.0,16.9
2015-10-07,Nairobi,23.9,14.4,19.3,0.2,0.2,14.0
2015-10-08,Nairobi,25.3,15.8,20.1,0.6,0.6,15.1
2015-10-09,Nairobi,25.1,16.0,20.1,1.4,1.4,15.5
2015-10-10,Nairobi,27.2,16.2,21.1,0.0,0.0,16.6
2015-10-11,Nairobi,27.8,14.2,20.9,0.0,0.0,17.7
2015-10-12,Nairobi,24.7,15.3,19.1,2.2,2.2,17.9
2015-10-13,Nairobi,26.3,15.6,20.1,0.8,0.8,16.8
2015-10-14,Nairobi,26.1,15.8,20.4,0.0,0.0,15.6
2015-10-15,Nairobi,27.3,14.2,20.4,0.0,0.0,16.2
2015-10-16,Nairobi,26.0,16.3,19.9,1.8,1.8,16.2
2015-10-17,Nairobi,24.7,16.4,19.2,2.1,2.1,17.4
2015-10-18,Nairobi,24.9,16.1,19.9,0.2,0.2,15.3
2015-10-19,Nairobi,24.4,16.3,20.0,0.1,0.1,15.9
2015-10-20,Nairobi,25.8,14.3,20.2,0.0,0.0,12.3
2015-10-21,Nairobi,26.3,14.2,20.6,0.1,0.1,15.2
2015-10-22,Nairobi,26.0,16.0,20.5,0.3,0.3,14.5
2015-10-23,Nairobi,22.7,16.9,19.4,0.0,0.0,12.7
2015-10-24,Nairobi,27.3,16.4,21.1,0.0,0.0,17.4
2015-10-25,Nairobi,26.1,15.9,20.5,0.5,0.5,15.5
2015-10-26,Nairobi,27.2,14.5,21.0,0.0,0.0,13.4
2015-10-27,Nairobi,26.0,16.8,20.6,7.4,7.4,11.3
2015-10-28,Nairobi,26.0,16.7,21.2,0.0,0.0,13.7
2015-10-29,Nairobi,25.2,17.2,20.5,0.0,0.0,15.2
2015-10-30,Nairobi,26.0,17.0,21.0,0.0,0.0,13.7
2015-10-31,Nairobi,25.3,16.2,20.5,0.7,0.7,15.0
2015-11-01,Nairobi,24.4,16.3,19.3,1.4,1.4,16.9
2015-11-02,Nairobi,28.1,14.0,20.3,0.3,0.3,15.1
2015-11-03,Nairobi,25.1,16.1,19.8,3.7,3.7,10.9
2015-11-04,Nairobi,24.3,16.1,19.4,2.2,2.2,18.9
2015-11-05,Nairobi,24.3,16.3,19.3,1.0,1.0,16.9
2015-11-06,Nairobi,23.8,15.9,18.9,1.8,1.8,15.9
2015-11-07,Nairobi,24.8,16.1,19.6,0.4,0.4,15.2
2015-11-08,Nairobi,25.6,14.8,20.0,0.1,0.1,15.6
2015-11-09,Nairobi,24.0,15.7,18.8,8.1,8.1,12.4
2015-11-10,Nairobi,23.7,14.7,18.5,7.3,7.3,13.6
2015-11-11,Nairobi,22.8,15.8,18.5,5.4,5.4,11.2
2015-11-12,Nairobi,24.6,16.2,19.8,0.4,0.4,16.3
2015-11-13,Nairobi,24.2,14.9,19.1,1.9,1.9,14.4
2015-11-14,Nairobi,23.5,16.3,18.4,12.9,12.9,11.9
2015-11-15,Nairobi,24.1,15.9,18.9,1.2,1.2,14.5
2015-11-16,Nairobi,22.7,16.1,18.5,4.8,4.8,8.3
2015-11-17,Nairobi,23.4,15.4,18.2,4.3,4.3,6.0
2015-11-18,Nairobi,24.0,15.7,18.9,2.8,2.8,15.1
2015-11-19,Nairobi,23.2,16.2,18.6,3.1,3.1,16.6
2015-11-20,Nairobi,24.5,16.1,19.1,5.1,5.1,13.8
2015-11-21,Nairobi,22.4,16.4,18.7,5.1,5.1,11.0
2015-11-22,Nairobi,23.4,15.7,18.9,0.0,0.0,16.9
2015-11-23,Nairobi,23.8,14.7,18.9,0.4,0.4,15.6
2015-11-24,Nairobi,23.5,15.4,19.1,2.2,2.2,11.3
2015-11-25,Nairobi,24.0,15.6,19.2,3.9,3.9,11.2
2015-11-26,Nairobi,20.2,15.7,17.6,9.2,9.2,9.2
2015-11-27,Nairobi,22.9,14.7,18.1,1.3,1.3,16.7
2015-11-28,Nairobi,22.7,13.5,17.9,1.3,1.3,21.4
2015-11-29,Nairobi,22.1,15.5,18.0,2.8,2.8,17.9
2015-11-30,Nairobi,22.3,15.9,18.4,3.3,3.3,14.9
2015-12-01,Nairobi,23.2,14.7,18.7,1.1,1.1,11.5
2015-12-02,Nairobi,23.3,15.0,18.5,1.2,1.2,11.6
2015-12-03,Nairobi,21.1,15.6,18.0,8.0,8.0,12.1
2015-12-04,Nairobi,23.4,15.1,18.2,4.7,4.7,13.2
2015-12-05,Nairobi,25.6,15.2,19.5,4.3,4.3,7.7
2015-12-06,Nairobi,25.1,16.4,19.7,8.9,8.9,7.2
2015-12-07,Nairobi,25.5,15.5,19.7,2.3,2.3,12.1
2015-12-08,Nairobi,25.0,15.6,19.8,1.0,1.0,14.9
2015-12-09,Nairobi,24.1,14.9,19.3,1.4,1.4,14.5
2015-12-10,Nairobi,24.8,14.9,19.6,0.0,0.0,15.0
2015-12-11,Nairobi,26.0,15.2,20.2,0.3,0.3,13.6
2015-12-12,Nairobi,25.6,15.0,20.2,0.5,0.5,11.6
2015-12-13,Nairobi,23.1,15.5,19.1,6.2,6.2,5.5
2015-12-14,Nairobi,21.3,14.6,17.8,10.8,10.8,4.5
2015-12-15,Nairobi,21.6,14.7,17.8,4.2,4.2,5.8
2015-12-16,Nairobi,23.5,14.2,18.6,0.7,0.7,16.7
2015-12-17,Nairobi,22.4,14.0,18.0,1.9,1.9,17.7
2015-12-18,Nairobi,21.6,14.2,17.6,1.4,1.4,17.1
2015-12-19,Nairobi,23.2,13.4,18.1,0.0,0.0,20.7
2015-12-20,Nairobi,23.4,15.3,18.7,0.8,0.8,17.7
2015-12-21,Nairobi,24.6,14.7,19.3,0.0,0.0,16.7
2015-12-22,Nairobi,25.6,14.9,19.7,0.0,0.0,14.6
2015-12-23,Nairobi,24.7,14.4,19.1,0.0,0.0,19.8
2015-12-24,Nairobi,24.1,13.4,18.7,0.0,0.0,19.8
2015-12-25,Nairobi,23.3,13.6,18.3,0.1,0.1,17.4
2015-12-26,Nairobi,24.3,14.0,18.8,1.4,1.4,16.4
2015-12-27,Nairobi,24.0,14.7,18.8,0.5,0.5,18.3
2015-12-28,Nairobi,24.9,14.7,19.0,0.0,0.0,21.6
2015-12-29,Nairobi,26.0,14.8,19.6,0.0,0.0,20.3
2015-12-30,Nairobi,27.1,13.3,20.0,0.0,0.0,15.9
2015-12-31,Nairobi,28.2,15.0,21.2,0.0,0.0,13.8
2016-01-01,Nairobi,28.3,15.4,21.6,0.0,0.0,16.8
2016-01-02,Nairobi,26.3,15.2,20.8,0.0,0.0,17.7
2016-01-03,Nairobi,25.2,15.0,20.3,0.0,0.0,22.4
2016-01-04,Nairobi,22.3,16.0,18.7,2.3,2.3,22.4
2016-01-05,Nairobi,25.0,15.8,19.2,0.4,0.4,21.1
2016-01-06,Nairobi,25.9,14.4,19.8,0.0,0.0,19.4
2016-01-07,Nairobi,26.7,14.4,20.3,0.0,0.0,17.4
2016-01-08,Nairobi,27.2,15.9,20.9,0.0,0.0,17.0
2016-01-09,Nairobi,27.2,16.0,21.2,0.0,0.0,16.4
2016-01-10,Nairobi,26.1,16.5,20.6,1.4,1.4,11.3
2016-01-11,Nairobi,26.1,16.7,20.4,0.8,0.8,15.5
