date,location,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,windspeed_10m_max
2019-04-25,Nairobi,26.5,16.3,19.6,10.2,10.2,12.1
2019-04-26,Nairobi,24.9,16.8,18.9,29.4,29.4,14.5
2019-04-27,Nairobi,24.5,16.7,19.7,2.1,2.1,11.5
2019-04-28,Nairobi,26.6,16.0,19.9,4.3,4.3,15.8
2019-04-29,Nairobi,24.9,16.8,19.9,17.3,17.3,15.1
2019-04-30,Nairobi,24.0,17.0,19.1,17.0,17.0,17.9
2019-05-01,Nairobi,25.7,16.1,19.6,4.4,4.4,16.0
2019-05-02,Nairobi,26.1,15.9,19.8,0.1,0.1,16.2
2019-05-03,Nairobi,24.3,16.6,19.7,4.7,4.7,10.9
2019-05-04,Nairobi,25.4,16.6,19.6,4.3,4.3,11.7
2019-05-05,Nairobi,24.7,16.5,19.2,8.7,8.7,13.5
2019-05-06,Nairobi,24.8,16.6,19.3,12.4,12.4,13.1
2019-05-07,Nairobi,24.6,16.7,19.4,4.1,4.1,14.5
2019-05-08,Nairobi,25.0,15.6,19.0,5.9,5.9,12.8
2019-05-09,Nairobi,25.1,16.0,19.1,7.0,7.0,11.1
2019-05-10,Nairobi,22.1,16.6,18.4,18.9,18.9,16.0
2019-05-11,Nairobi,24.6,15.4,18.9,3.3,3.3,12.8
2019-05-12,Nairobi,23.8,16.0,18.7,9.5,9.5,11.7
2019-05-13,Nairobi,24.3,16.0,19.0,7.0,7.0,12.3
2019-05-14,Nairobi,24.3,16.2,18.9,6.0,6.0,13.4
2019-05-15,Nairobi,24.2,16.0,19.1,3.0,3.0,12.8
2019-05-16,Nairobi,24.6,15.9,19.2,2.7,2.7,10.1
2019-05-17,Nairobi,24.7,16.1,18.9,3.8,3.8,11.3
2019-05-18,Nairobi,21.3,16.1,17.8,13.0,13.0,15.2
2019-05-19,Nairobi,23.5,15.0,18.2,3.5,3.5,10.8
2019-05-20,Nairobi,24.1,15.6,18.5,6.9,6.9,13.0
2019-05-21,Nairobi,24.3,14.2,18.5,0.5,0.5,10.6
2019-05-22,Nairobi,24.2,16.1,18.9,7.4,7.4,13.0
2019-05-23,Nairobi,23.2,15.9,18.4,18.8,18.8,10.8
2019-05-24,Nairobi,22.5,15.1,18.0,11.3,11.3,13.9
2019-05-25,Nairobi,22.6,14.9,17.6,15.0,15.0,11.4
2019-05-26,Nairobi,21.5,15.6,17.6,12.2,12.2,14.5
2019-05-27,Nairobi,22.7,15.4,18.3,4.5,4.5,14.1
2019-05-28,Nairobi,23.1,15.1,18.3,2.5,2.5,11.2
2019-05-29,Nairobi,22.3,14.6,18.0,2.3,2.3,12.0
2019-05-30,Nairobi,24.1,14.3,18.4,0.4,0.4,11.7
2019-05-31,Nairobi,23.5,14.2,18.6,0.8,0.8,9.0
2019-06-01,Nairobi,24.6,15.4,19.0,2.8,2.8,12.7
2019-06-02,Nairobi,23.5,15.5,18.1,18.8,18.8,11.6
2019-06-03,Nairobi,23.1,16.0,18.2,11.2,11.2,10.5
2019-06-04,Nairobi,21.7,15.2,17.6,6.7,6.7,10.1
2019-06-05,Nairobi,22.3,15.1,17.9,4.6,4.6,10.6
2019-06-06,Nairobi,22.5,15.4,18.3,3.3,3.3,8.2
2019-06-07,Nairobi,23.2,15.8,18.6,3.2,3.2,12.6
2019-06-08,Nairobi,22.7,15.6,18.4,1.3,1.3,10.8
2019-06-09,Nairobi,18.8,15.9,17.4,2.6,2.6,11.6
2019-06-10,Nairobi,21.2,14.9,17.1,0.1,0.1,13.5
2019-06-11,Nairobi,21.5,13.0,17.1,0.1,0.1,7.3
2019-06-12,Nairobi,21.1,14.3,17.2,0.8,0.8,10.9
2019-06-13,Nairobi,22.8,15.0,18.1,0.9,0.9,10.5
2019-06-14,Nairobi,21.7,14.8,18.1,2.3,2.3,12.3
2019-06-15,Nairobi,21.2,14.6,17.6,1.8,1.8,11.9
2019-06-16,Nairobi,23.0,14.5,17.9,1.9,1.9,13.9
2019-06-17,Nairobi,22.7,13.4,17.8,0.0,0.0,8.2
2019-06-18,Nairobi,22.5,12.6,17.1,0.2,0.2,10.3
2019-06-19,Nairobi,23.2,13.2,18.3,1.1,1.1,6.5
2019-06-20,Nairobi,24.0,12.9,18.4,0.7,0.7,7.4
2019-06-21,Nairobi,21.6,12.7,16.9,0.1,0.1,8.1
2019-06-22,Nairobi,23.7,12.6,17.4,1.6,1.6,8.8
2019-06-23,Nairobi,23.7,12.8,17.5,1.5,1.5,10.4
2019-06-24,Nairobi,22.8,13.0,17.9,2.1,2.1,8.3
2019-06-25,Nairobi,22.3,15.0,17.6,9.5,9.5,10.1
2019-06-26,Nairobi,21.5,15.3,17.6,8.6,8.6,7.0
2019-06-27,Nairobi,22.5,15.0,18.1,3.1,3.1,8.7
2019-06-28,Nairobi,22.5,14.9,18.0,0.9,0.9,10.6
2019-06-29,Nairobi,24.9,11.6,17.6,0.1,0.1,17.2
2019-06-30,Nairobi,24.3,11.0,17.4,0.0,0.0,11.3
2019-07-01,Nairobi,24.4,14.5,18.2,0.5,0.5,9.5
2019-07-02,Nairobi,23.7,14.0,18.1,0.3,0.3,8.6
2019-07-03,Nairobi,22.7,12.6,17.5,4.0,4.0,7.4
2019-07-04,Nairobi,23.1,14.0,18.0,0.6,0.6,9.7
2019-07-05,Nairobi,23.9,11.7,17.9,0.0,0.0,10.8
2019-07-06,Nairobi,22.7,13.1,17.7,0.9,0.9,8.9
2019-07-07,Nairobi,22.8,15.2,18.2,1.6,1.6,11.9
2019-07-08,Nairobi,24.0,12.3,17.5,0.2,0.2,12.7
2019-07-09,Nairobi,24.8,12.9,18.0,0.1,0.1,15.1
2019-07-10,Nairobi,24.2,12.3,18.2,0.1,0.1,10.3
2019-07-11,Nairobi,24.1,15.3,18.6,0.9,0.9,12.2
2019-07-12,Nairobi,24.5,14.4,18.6,0.0,0.0,13.0
2019-07-13,Nairobi,23.9,12.3,17.6,0.5,0.5,10.2
2019-07-14,Nairobi,23.3,12.4,17.3,0.3,0.3,9.8
2019-07-15,Nairobi,21.7,14.2,17.3,2.7,2.7,11.5
2019-07-16,Nairobi,21.5,13.5,17.1,0.2,0.2,10.5
2019-07-17,Nairobi,20.7,13.5,16.9,0.6,0.6,11.8
2019-07-18,Nairobi,23.5,13.0,17.1,1.2,1.2,13.7
2019-07-19,Nairobi,22.2,13.6,17.3,0.8,0.8,10.0
2019-07-20,Nairobi,22.3,13.5,17.2,0.2,0.2,10.2
2019-07-21,Nairobi,25.5,12.5,18.4,0.0,0.0,10.0
2019-07-22,Nairobi,24.1,12.2,17.4,0.0,0.0,14.5
2019-07-23,Nairobi,23.8,10.0,17.2,0.1,0.1,12.1
2019-07-24,Nairobi,25.9,12.1,18.1,0.0,0.0,17.1
2019-07-25,Nairobi,26.5,11.9,18.2,0.0,0.0,14.1
2019-07-26,Nairobi,26.1,10.5,17.3,0.0,0.0,20.2
2019-07-27,Nairobi,25.0,11.2,16.5,0.0,0.0,14.0
2019-07-28,Nairobi,24.7,10.8,17.1,0.0,0.0,15.8
2019-07-29,Nairobi,25.0,11.8,17.8,0.2,0.2,12.2
2019-07-30,Nairobi,22.2,13.6,17.3,1.1,1.1,9.0
2019-07-31,Nairobi,22.9,15.1,17.7,8.1,8.1,10.3
2019-08-01,Nairobi,24.7,15.1,19.0,3.1,3.1,11.1
2019-08-02,Nairobi,24.1,12.6,17.7,1.5,1.5,14.0
2019-08-03,Nairobi,24.8,14.7,18.1,1.7,1.7,12.8
2019-08-04,Nairobi,24.9,10.3,17.1,0.0,0.0,13.0
2019-08-05,Nairobi,24.8,10.7,17.4,0.0,0.0,11.4
2019-08-06,Nairobi,25.6,11.1,18.1,0.0,0.0,9.9
2019-08-07,Nairobi,24.0,14.8,18.5,1.1,1.1,11.7
2019-08-08,Nairobi,23.9,14.3,18.2,2.7,2.7,14.9
2019-08-09,Nairobi,24.9,11.8,17.5,0.0,0.0,10.9
2019-08-10,Nairobi,23.5,11.9,17.4,0.0,0.0,13.2
2019-08-11,Nairobi,22.3,14.1,17.4,0.2,0.2,8.9
2019-08-12,Nairobi,24.0,11.4,16.9,0.2,0.2,12.4
2019-08-13,Nairobi,24.4,10.8,16.9,0.0,0.0,17.8
2019-08-14,Nairobi,21.8,12.0,16.7,0.0,0.0,12.9
2019-08-15,Nairobi,22.7,9.9,16.2,0.0,0.0,13.7
2019-08-16,Nairobi,21.2,12.4,16.8,0.0,0.0,10.1
2019-08-17,Nairobi,22.0,12.0,17.2,0.0,0.0,10.2
2019-08-18,Nairobi,23.3,11.9,17.4,0.5,0.5,13.8
2019-08-19,Nairobi,20.8,13.1,16.8,0.9,0.9,11.1
2019-08-20,Nairobi,22.8,12.5,17.2,0.0,0.0,12.8
2019-08-21,Nairobi,22.9,13.6,17.9,0.1,0.1,12.5
2019-08-22,Nairobi,24.6,14.4,18.7,0.0,0.0,13.3
2019-08-23,Nairobi,25.8,11.7,18.5,0.0,0.0,11.0
2019-08-24,Nairobi,25.1,13.7,17.8,0.4,0.4,11.7
2019-08-25,Nairobi,24.6,14.2,18.3,2.7,2.7,16.6
2019-08-26,Nairobi,24.4,14.6,18.6,1.4,1.4,16.6
2019-08-27,Nairobi,25.4,14.7,18.7,0.5,0.5,7.7
2019-08-28,Nairobi,25.1,14.4,18.4,3.3,3.3,8.8
2019-08-29,Nairobi,24.2,14.8,18.2,7.2,7.2,11.6
2019-08-30,Nairobi,24.2,15.3,18.2,3.3,3.3,13.4
2019-08-31,Nairobi,23.7,15.3,18.4,3.6,3.6,10.3
2019-09-01,Nairobi,26.2,13.7,18.5,6.7,6.7,11.3
2019-09-02,Nairobi,22.7,15.6,18.2,3.0,3.0,10.7
2019-09-03,Nairobi,24.1,15.0,18.5,0.4,0.4,13.2
2019-09-04,Nairobi,22.0,14.8,17.7,0.2,0.2,9.7
2019-09-05,Nairobi,22.1,14.0,17.4,0.0,0.0,10.8
2019-09-06,Nairobi,24.5,13.2,18.2,0.1,0.1,10.5
2019-09-07,Nairobi,21.4,14.9,17.1,4.1,4.1,12.7
2019-09-08,Nairobi,20.0,13.9,16.5,2.0,2.0,12.5
2019-09-09,Nairobi,23.5,12.9,17.6,0.0,0.0,13.9
2019-09-10,Nairobi,22.6,14.3,17.1,8.8,8.8,11.0
2019-09-11,Nairobi,24.4,14.8,18.6,0.8,0.8,12.3
2019-09-12,Nairobi,25.6,13.9,18.7,0.9,0.9,11.7
2019-09-13,Nairobi,27.5,12.1,18.6,0.0,0.0,15.6
2019-09-14,Nairobi,26.0,15.2,19.5,0.4,0.4,15.0
2019-09-15,Nairobi,25.4,13.6,19.0,0.0,0.0,13.0
2019-09-16,Nairobi,26.9,13.3,18.4,0.0,0.0,16.1
2019-09-17,Nairobi,26.0,14.1,18.9,0.1,0.1,14.6
2019-09-18,Nairobi,25.7,13.1,18.7,0.1,0.1,11.8
2019-09-19,Nairobi,26.4,11.5,18.2,0.0,0.0,18.8
2019-09-20,Nairobi,27.7,11.5,18.4,0.1,0.1,13.0
2019-09-21,Nairobi,26.2,13.1,18.8,0.2,0.2,13.0
2019-09-22,Nairobi,24.9,12.9,18.2,0.9,0.9,14.0
2019-09-23,Nairobi,26.1,14.1,18.8,0.4,0.4,10.3
2019-09-24,Nairobi,24.3,14.6,18.0,4.2,4.2,10.4
2019-09-25,Nairobi,25.6,13.7,19.2,0.4,0.4,11.1
2019-09-26,Nairobi,23.3,16.0,17.8,31.7,31.7,10.7
2019-09-27,Nairobi,22.5,14.6,18.1,6.7,6.7,13.2
2019-09-28,Nairobi,26.1,15.0,19.3,0.9,0.9,9.6
2019-09-29,Nairobi,26.8,12.4,19.3,0.2,0.2,12.4
2019-09-30,Nairobi,29.0,15.2,20.2,1.2,1.2,13.0
2019-10-01,Nairobi,27.9,15.1,18.8,13.0,13.0,22.7
2019-10-02,Nairobi,25.5,16.1,19.2,5.6,5.6,17.9
2019-10-03,Nairobi,26.3,15.3,19.2,5.9,5.9,17.7
2019-10-04,Nairobi,25.0,14.6,18.2,4.0,4.0,16.5
2019-10-05,Nairobi,23.3,15.4,17.9,11.3,11.3,16.6
2019-10-06,Nairobi,21.4,14.9,17.3,14.2,14.2,13.1
2019-10-07,Nairobi,25.5,13.7,18.3,1.0,1.0,12.9
2019-10-08,Nairobi,26.3,12.9,18.6,2.3,2.3,16.1
2019-10-09,Nairobi,23.0,15.2,17.8,18.0,18.0,14.2
2019-10-10,Nairobi,23.1,15.3,18.1,7.9,7.9,15.9
2019-10-11,Nairobi,22.5,15.5,18.0,9.3,9.3,17.0
2019-10-12,Nairobi,24.7,15.0,18.4,20.4,20.4,15.9
2019-10-13,Nairobi,22.7,15.4,17.8,9.1,9.1,15.5
2019-10-14,Nairobi,24.4,15.5,18.4,7.6,7.6,13.3
2019-10-15,Nairobi,25.0,15.4,19.1,3.2,3.2,12.1
2019-10-16,Nairobi,24.4,15.5,19.1,2.2,2.2,16.0
2019-10-17,Nairobi,21.9,15.7,17.4,34.7,34.7,11.6
2019-10-18,Nairobi,22.8,15.4,17.9,21.5,21.5,14.1
2019-10-19,Nairobi,20.3,15.1,16.9,59.5,59.5,12.3
2019-10-20,Nairobi,24.5,15.7,18.6,11.0,11.0,10.8
2019-10-21,Nairobi,24.8,15.5,19.1,14.9,14.9,14.8
2019-10-22,Nairobi,23.9,16.0,18.5,10.4,10.4,12.9
2019-10-23,Nairobi,23.0,15.7,18.4,23.5,23.5,11.7
2019-10-24,Nairobi,23.2,15.8,18.0,63.1,63.1,13.4
2019-10-25,Nairobi,23.6,16.0,18.5,10.7,10.7,15.5
2019-10-26,Nairobi,21.8,15.9,17.8,21.2,21.2,13.6
2019-10-27,Nairobi,24.2,15.2,18.8,8.0,8.0,10.5
2019-10-28,Nairobi,23.6,15.0,18.5,6.3,6.3,13.8
2019-10-29,Nairobi,23.1,15.8,17.4,40.8,40.8,13.7
2019-10-30,Nairobi,22.4,15.0,17.6,13.4,13.4,11.8
2019-10-31,Nairobi,22.3,15.6,17.7,10.6,10.6,9.0
2019-11-01,Nairobi,24.2,15.3,18.3,3.5,3.5,11.4
2019-11-02,Nairobi,23.9,14.7,18.4,2.8,2.8,15.3
2019-11-03,Nairobi,23.8,14.4,18.2,5.2,5.2,7.6
2019-11-04,Nairobi,23.7,14.8,18.4,2.0,2.0,13.2
2019-11-05,Nairobi,24.9,14.5,19.0,0.2,0.2,12.9
2019-11-06,Nairobi,25.4,15.4,19.0,2.5,2.5,13.4
2019-11-07,Nairobi,24.8,16.0,18.6,13.3,13.3,13.1
2019-11-08,Nairobi,23.6,15.5,18.4,17.7,17.7,12.7
2019-11-09,Nairobi,24.6,15.9,19.0,4.6,4.6,13.6
2019-11-10,Nairobi,24.3,15.8,18.9,5.4,5.4,11.8
2019-11-11,Nairobi,23.9,16.5,18.9,6.7,6.7,15.5
2019-11-12,Nairobi,21.3,14.4,17.6,27.3,27.3,12.1
2019-11-13,Nairobi,19.4,15.5,17.0,16.2,16.2,12.5
2019-11-14,Nairobi,21.5,15.5,17.5,11.5,11.5,14.9
2019-11-15,Nairobi,23.5,15.6,18.7,5.1,5.1,15.3
2019-11-16,Nairobi,24.6,16.4,19.2,1.2,1.2,18.6
2019-11-17,Nairobi,24.4,15.9,19.2,2.2,2.2,17.7
2019-11-18,Nairobi,24.0,16.0,19.0,3.2,3.2,19.1
2019-11-19,Nairobi,24.2,15.7,18.4,16.8,16.8,15.1
2019-11-20,Nairobi,25.2,15.9,18.7,12.5,12.5,13.7
2019-11-21,Nairobi,25.0,15.9,19.2,16.5,16.5,10.9
2019-11-22,Nairobi,24.6,16.6,18.9,13.5,13.5,13.6
2019-11-23,Nairobi,20.3,15.8,17.3,27.7,27.7,12.2
2019-11-24,Nairobi,22.1,14.1,17.8,64.6,64.6,7.9
2019-11-25,Nairobi,21.7,15.8,17.5,41.2,41.2,10.3
2019-11-26,Nairobi,22.2,15.4,17.4,24.2,24.2,10.7
2019-11-27,Nairobi,23.3,14.7,18.3,2.6,2.6,19.2
2019-11-28,Nairobi,23.4,16.1,18.6,3.8,3.8,14.2
2019-11-29,Nairobi,22.2,15.9,18.3,14.9,14.9,10.6
2019-11-30,Nairobi,20.6,16.1,17.5,32.2,32.2,9.4
2019-12-01,Nairobi,22.0,15.9,17.9,17.0,17.0,14.6
2019-12-02,Nairobi,22.4,16.1,18.2,14.7,14.7,11.6
2019-12-03,Nairobi,21.0,15.2,17.9,6.3,6.3,9.1
2019-12-04,Nairobi,24.0,16.2,18.8,16.8,16.8,7.6
2019-12-05,Nairobi,22.7,16.1,18.4,7.0,7.0,9.3
2019-12-06,Nairobi,23.6,16.1,18.8,5.4,5.4,11.8
2019-12-07,Nairobi,23.0,16.1,18.1,6.1,6.1,11.7
2019-12-08,Nairobi,23.1,16.0,18.0,55.1,55.1,11.0
2019-12-09,Nairobi,21.9,16.0,17.9,22.0,22.0,9.9
2019-12-10,Nairobi,22.2,15.9,18.0,30.0,30.0,15.6
2019-12-11,Nairobi,22.8,15.4,18.3,3.3,3.3,19.2
2019-12-12,Nairobi,23.5,14.8,18.2,2.6,2.6,11.5
2019-12-13,Nairobi,22.9,15.6,18.4,12.4,12.4,11.0
2019-12-14,Nairobi,22.6,15.7,18.3,4.8,4.8,14.5
2019-12-15,Nairobi,23.1,15.2,18.2,2.8,2.8,14.3
2019-12-16,Nairobi,24.1,15.6,18.6,4.0,4.0,12.2
2019-12-17,Nairobi,23.5,14.9,18.7,2.2,2.2,11.0
2019-12-18,Nairobi,24.1,16.1,19.0,2.4,2.4,16.6
2019-12-19,Nairobi,23.8,14.7,18.3,0.4,0.4,16.8
2019-12-20,Nairobi,24.2,11.5,18.1,2.0,2.0,14.8
2019-12-21,Nairobi,22.6,15.4,18.0,8.6,8.6,13.0
2019-12-22,Nairobi,23.0,15.9,18.3,4.5,4.5,16.0
2019-12-23,Nairobi,23.6,15.9,18.2,3.1,3.1,10.9
2019-12-24,Nairobi,23.4,15.7,18.4,34.3,34.3,9.7
2019-12-25,Nairobi,23.8,16.2,19.0,7.4,7.4,14.3
2019-12-26,Nairobi,23.9,16.2,18.7,13.9,13.9,6.9
2019-12-27,Nairobi,24.8,15.4,19.2,2.5,2.5,8.4
2019-12-28,Nairobi,24.2,16.5,18.9,34.4,34.4,10.1
2019-12-29,Nairobi,23.3,16.6,19.0,3.4,3.4,13.0
2019-12-30,Nairobi,24.1,13.8,18.8,1.3,1.3,16.1
2019-12-31,Nairobi,23.2,15.7,18.9,1.1,1.1,16.8
2020-01-01,Nairobi,24.2,14.2,18.8,0.4,0.4,16.4
2020-01-02,Nairobi,23.5,15.2,18.4,0.9,0.9,21.7
2020-01-03,Nairobi,23.3,15.2,18.5,1.9,1.9,18.8
2020-01-04,Nairobi,23.3,15.6,18.4,2.4,2.4,17.4
2020-01-05,Nairobi,25.4,14.1,19.1,0.0,0.0,13.1
2020-01-06,Nairobi,25.0,15.5,19.1,3.5,3.5,11.3
2020-01-07,Nairobi,23.5,15.9,18.4,4.2,4.2,20.0
2020-01-08,Nairobi,21.1,16.0,17.7,19.7,19.7,21.3
2020-01-09,Nairobi,23.3,15.5,18.5,2.9,2.9,15.5
2020-01-10,Nairobi,25.0,16.0,19.2,1.7,1.7,12.2
2020-01-11,Nairobi,25.5,16.3,19.5,1.0,1.0,11.8
2020-01-12,Nairobi,24.3,16.0,19.2,8.1,8.1,12.4
2020-01-13,Nairobi,22.4,16.2,18.3,45.3,45.3,10.2
2020-01-14,Nairobi,23.7,14.5,18.8,8.4,8.4,13.8
2020-01-15,Nairobi,24.0,16.2,18.9,3.6,3.6,14.6
2020-01-16,Nairobi,23.9,16.1,18.9,8.8,8.8,12.4
2020-01-17,Nairobi,24.2,16.0,19.1,3.3,3.3,10.5
2020-01-18,Nairobi,24.6,16.0,19.0,2.6,2.6,9.7
2020-01-19,Nairobi,24.2,14.8,19.2,1.7,1.7,8.1
2020-01-20,Nairobi,25.3,14.9,19.9,0.0,0.0,10.8
2020-01-21,Nairobi,24.3,15.8,19.8,1.1,1.1,7.6
2020-01-22,Nairobi,25.1,16.0,19.5,0.5,0.5,9.9
2020-01-23,Nairobi,23.1,16.7,19.2,5.8,5.8,10.7
2020-01-24,Nairobi,22.8,16.4,18.9,3.7,3.7,12.0
2020-01-25,Nairobi,23.2,16.4,18.8,2.9,2.9,15.8
2020-01-26,Nairobi,21.4,16.0,17.5,20.1,20.1,18.3
2020-01-27,Nairobi,20.1,16.0,17.7,15.2,15.2,16.4
2020-01-28,Nairobi,20.3,15.7,17.3,10.7,10.7,13.3
2020-01-29,Nairobi,23.9,15.7,18.5,18.3,18.3,12.2
2020-01-30,Nairobi,23.5,14.9,18.3,9.4,9.4,12.0
2020-01-31,Nairobi,24.4,14.1,18.6,17.0,17.0,7.4
2020-02-01,Nairobi,23.9,15.7,18.1,33.1,33.1,13.4
2020-02-02,Nairobi,23.4,15.6,18.8,8.1,8.1,9.8
2020-02-03,Nairobi,24.3,14.9,18.6,0.7,0.7,14.1
2020-02-04,Nairobi,24.6,15.7,19.0,1.5,1.5,13.5
2020-02-05,Nairobi,24.4,15.1,19.1,1.3,1.3,15.0
2020-02-06,Nairobi,24.1,15.7,19.1,1.6,1.6,17.0
2020-02-07,Nairobi,26.3,14.3,19.3,0.4,0.4,19.0
2020-02-08,Nairobi,24.6,15.4,19.0,0.4,0.4,18.8
2020-02-09,Nairobi,24.6,14.7,18.6,0.2,0.2,17.2
2020-02-10,Nairobi,26.8,13.3,18.9,0.0,0.0,14.8
2020-02-11,Nairobi,28.3,12.9,19.5,0.0,0.0,12.1
2020-02-12,Nairobi,26.1,15.0,20.2,0.3,0.3,9.4
2020-02-13,Nairobi,24.4,16.6,19.5,18.9,18.9,17.4
2020-02-14,Nairobi,23.4,15.4,18.8,2.7,2.7,22.3
2020-02-15,Nairobi,23.1,15.7,18.4,4.8,4.8,16.3
2020-02-16,Nairobi,23.0,15.3,17.8,5.9,5.9,17.2
2020-02-17,Nairobi,25.0,15.9,19.4,3.0,3.0,14.9
2020-02-18,Nairobi,24.8,16.7,19.7,4.5,4.5,14.1
2020-02-19,Nairobi,24.4,16.0,19.1,2.0,2.0,15.9
2020-02-20,Nairobi,25.9,16.0,20.0,0.9,0.9,10.4
2020-02-21,Nairobi,25.5,16.1,19.7,12.9,12.9,13.7
2020-02-22,Nairobi,25.2,17.1,19.9,2.9,2.9,18.4
2020-02-23,Nairobi,25.0,16.5,19.6,2.3,2.3,20.4
2020-02-24,Nairobi,24.8,15.8,19.2,2.2,2.2,21.8
2020-02-25,Nairobi,26.8,15.7,20.5,2.0,2.0,10.9
2020-02-26,Nairobi,26.1,16.1,19.6,4.3,4.3,17.4
2020-02-27,Nairobi,24.8,16.9,19.1,58.9,58.9,20.4
2020-02-28,Nairobi,25.6,17.0,20.1,3.9,3.9,16.9
2020-02-29,Nairobi,26.8,14.4,20.3,0.2,0.2,11.1
2020-03-01,Nairobi,26.9,16.4,20.8,2.3,2.3,11.2
2020-03-02,Nairobi,24.6,17.0,19.5,16.5,16.5,8.2
2020-03-03,Nairobi,24.6,14.1,19.3,5.9,5.9,10.0
2020-03-04,Nairobi,25.5,15.4,19.4,3.2,3.2,10.9
2020-03-05,Nairobi,26.5,15.7,20.0,18.3,18.3,16.2
2020-03-06,Nairobi,27.0,15.3,20.5,0.0,0.0,14.5
2020-03-07,Nairobi,26.2,16.4,19.4,38.9,38.9,15.0
2020-03-08,Nairobi,24.6,16.8,19.6,2.7,2.7,16.3
2020-03-09,Nairobi,24.9,17.1,19.7,34.6,34.6,13.4
2020-03-10,Nairobi,24.9,16.7,20.0,3.2,3.2,13.6
2020-03-11,Nairobi,24.9,17.1,19.7,16.0,16.0,13.5
2020-03-12,Nairobi,24.7,17.1,19.6,5.8,5.8,13.0
2020-03-13,Nairobi,25.3,16.7,19.6,2.0,2.0,14.2
2020-03-14,Nairobi,24.8,15.9,19.2,3.3,3.3,11.9
2020-03-15,Nairobi,26.5,17.1,20.3,2.4,2.4,13.2
2020-03-16,Nairobi,26.1,16.7,20.4,1.0,1.0,13.2
2020-03-17,Nairobi,25.0,16.3,19.7,4.0,4.0,14.3
2020-03-18,Nairobi,24.0,16.8,19.3,40.2,40.2,16.6
2020-03-19,Nairobi,23.8,16.3,18.9,5.7,5.7,13.8
2020-03-20,Nairobi,22.7,16.1,18.6,9.8,9.8,16.7
2020-03-21,Nairobi,24.8,15.9,19.2,17.3,17.3,17.6
2020-03-22,Nairobi,24.6,14.8,18.9,2.7,2.7,15.4
2020-03-23,Nairobi,23.9,15.5,18.7,7.5,7.5,11.3
2020-03-24,Nairobi,24.6,15.6,19.2,5.9,5.9,10.1
2020-03-25,Nairobi,25.4,16.5,19.5,5.1,5.1,10.8
2020-03-26,Nairobi,25.4,14.8,19.2,13.8,13.8,8.7
2020-03-27,Nairobi,22.3,15.8,18.4,24.5,24.5,8.8
2020-03-28,Nairobi,24.5,15.1,18.9,6.3,6.3,15.3
2020-03-29,Nairobi,23.9,15.0,18.5,6.8,6.8,11.0
2020-03-30,Nairobi,25.1,14.5,19.4,4.2,4.2,13.5
2020-03-31,Nairobi,24.7,16.6,19.7,1.9,1.9,15.8
2020-04-01,Nairobi,25.2,16.6,19.7,3.8,3.8,16.2
2020-04-02,Nairobi,25.7,17.3,20.0,3.5,3.5,15.5
2020-04-03,Nairobi,24.8,15.9,19.3,2.8,2.8,17.6
2020-04-04,Nairobi,24.1,16.6,19.3,1.9,1.9,11.2
2020-04-05,Nairobi,23.7,16.3,19.0,8.0,8.0,13.0
2020-04-06,Nairobi,24.0,16.1,19.3,1.8,1.8,9.5
2020-04-07,Nairobi,24.1,16.3,19.5,1.5,1.5,14.3
2020-04-08,Nairobi,24.8,16.0,19.6,1.0,1.0,14.0
2020-04-09,Nairobi,24.0,16.2,19.2,2.7,2.7,11.6
2020-04-10,Nairobi,24.9,16.5,19.6,2.7,2.7,9.2
2020-04-11,Nairobi,25.1,14.5,19.8,1.6,1.6,9.3
2020-04-12,Nairobi,25.5,15.2,20.0,1.0,1.0,9.2
2020-04-13,Nairobi,24.5,16.8,19.6,13.4,13.4,11.3
2020-04-14,Nairobi,24.1,16.8,19.5,22.2,22.2,9.8
2020-04-15,Nairobi,25.9,15.6,19.6,63.2,63.2,9.7
2020-04-16,Nairobi,25.1,16.3,19.5,25.6,25.6,8.9
2020-04-17,Nairobi,24.8,15.6,19.3,5.8,5.8,10.4
2020-04-18,Nairobi,25.0,17.2,19.5,13.9,13.9,11.5
2020-04-19,Nairobi,22.5,16.2,18.2,4.6,4.6,13.7
2020-04-20,Nairobi,22.0,16.0,18.0,4.8,4.8,9.4
2020-04-21,Nairobi,22.5,16.1,18.2,9.6,9.6,13.5
2020-04-22,Nairobi,22.9,16.0,18.5,26.1,26.1,11.5
2020-04-23,Nairobi,19.7,15.7,17.5,17.2,17.2,10.8
2020-04-24,Nairobi,24.1,15.2,18.4,14.4,14.4,9.4
2020-04-25,Nairobi,21.2,15.9,17.7,25.8,25.8,10.7
2020-04-26,Nairobi,22.5,16.1,18.2,5.8,5.8,9.3
2020-04-27,Nairobi,23.6,15.6,18.8,9.8,9.8,12.7
2020-04-28,Nairobi,23.7,14.6,18.5,12.4,12.4,11.8
2020-04-29,Nairobi,22.9,16.0,18.6,14.1,14.1,13.0
2020-04-30,Nairobi,22.8,16.3,18.8,3.3,3.3,11.7
2020-05-01,Nairobi,23.1,16.2,18.7,7.3,7.3,12.9
2020-05-02,Nairobi,23.6,15.5,18.6,3.1,3.1,13.3
2020-05-03,Nairobi,23.2,15.5,18.9,2.7,2.7,9.9
2020-05-04,Nairobi,24.8,16.0,19.3,13.4,13.4,11.6
